id,requester_id,created_at,description
39397,1900050898367,"2021-10-13T17:35:44Z"," Anatomia I; #1- Introdução à anatomia: Terminologia anatômica e níveis de organização; Desafio; Figura 4: PÉ SECCIONADO: No desafio apareceram apenas 4 figuras, mas nas respostas eram 5 e na figura número 4, o pé está secionado em plano coronal e a imagem mostra os metatarsos... logo a imagem estaria em plano tangencial anterior e não posterior, como diz na resposta. "
39398,1266377954629,"2021-10-13T17:37:11Z","O infográfico traz as mesmas informações da Dica do Professor, onde estão até mais aprofundadas, portanto, o conteúdo está repetitivo. Seria interessante fazer o infográfico sobre outra questão do conteúdo da disciplina."
39415,1900439984944,"2021-10-13T19:07:45Z","Olá, \n\nO gabarito da questão 05, de acordo como  livro didático está incorreto, uma vez que na página 421 consta \"" O sucesso da análise sensorial depende do profissional da área, bem como \nda gerência da empresa e de um programa de motivação para a participação \nde julgadores na equipe sensorial.\"""
39419,1900050898367,"2021-10-13T19:20:28Z","Logística e Suprimentos; #1 Logística 1; Desafio - Cadeia de valor do açai; Açaí Nativo(várzea); Como fazer o manejo de açaizais nativos; não abrem os vídeos e em Desafios, as ilustrações não abrem também. "
39434,396215171672,"2021-10-13T20:19:03Z","O Vídeo trata de Ponto de Equilíbrio. Esse conteúdo não apresenta nenhuma relação com o conteúdo da UA. O vídeo deve tratar de Análise de Projetos de Investimentos."
39450,1900050898367,"2021-10-14T00:39:33Z","Frameworks para Big Data II; #3 Particionamento de dados; conteudo do livro - pagina 09: Aluno entrou em contato com a tutora para tirar dúvida sobre o trecho do livro \""Melhor escalabilidade: a escalabilidade horizontal, quando temos que\nadicionar mais recursos de hardware a um computador (como memória,\nprocessador e disco), tem um limite. Contudo, o particionamento permite\nmelhorar a escalabilidade vertical quando adicionamos mais computadores\nao mesmo cluster para aumentar a capacidade de armazenamento\"", para saber se estava invertido, a informação sobre conceitos de escalabilidade horizontal e vertical. A tutora respondeu que estava invertido e iria solicitar a correção. Segue o anexo do trecho para correção:  "
39451,415598236971,"2021-10-14T01:45:23Z","O Desafio fala sobre gados de corte no enunciado. Logo, acaba proporcionando discussão quanto ao enquadramento divergente da resposta oferta. Vejamos:\nAluno:\na) O contrato de Willian se refere a espécie de penhor industrial, pelo fato, de sua fazenda criar GADO DE CORTE, caracterizando animais destinados a industrialização de carne.\nb) O contrato de penhor NÃO poderá ser firmado no Ofício de Registros de Títulos e Documentos, por se tratar de uma espécie de penhor industrial, segundo o artigo 1448 do C.C., essa espécie de penhor deverá ser registrado no cartório de Registro de Imóveis.\n\n RESPOSTA OFERTADA PELA SAGAH:\n\na) O contrato de penhor firmado por Willian é o penhor rural da espécie penhor pecuário que, conforme prevê o artigo 1.444 do Código Civil, permite que os animais que integram a atividade pastoril, agrícola ou de laticínios sejam empenhados.\n\nb) O contrato não poderá ser registrado no Ofício de Títulos e Documentos. O artigo 1.438 do Código Civil exige o registro desse contrato no Cartório de Registro de Imóveis da circunscrição em que estiverem situadas as coisas empenhadas.\n\nDESFECHO:\n\nApesar da resposta, fica afastado do requerido, pois o tipo é o penhor rural da espécie penhor pecuário. \""O penhor pecuário incide sobre animais que se criam em pasto. Tal modalidade fora concebida para as indústrias pastoril, agrícola ou de laticínios, estando previsto nos artigos 1.444 a 1.446, também do Código Civil\"".\n\nLOGO, SUGIRO:\n\nTirar a palavra CORTE (enunciado), bem como, sendo da compreensão da SAGAH (Professor autor), incluir na resposta:\n\""O penhor pecuário incide sobre animais que se criam em pasto. Tal modalidade fora concebida para as indústrias pastoril, agrícola ou de laticínios, estando previsto nos artigos 1.444 a 1.446, também do Código Civil\"". \nAtenciosamente,\n"
39470,416511673212,"2021-10-14T13:50:30Z","Na questão 01 dessa unidade, todas as alternativas estão corretas, visto que no conteúdo do livro fica explicito que o CUSTO é um fator a ser considerado na escolha dos materiais de construção."
39472,397044518571,"2021-10-14T14:03:19Z","Quando o aluno vai imprimir o conteúdo aparece a mensagem de erro, Ocorreu um erro inesperado, tente novamente mais tarde."
39504,1901396387064,"2021-10-14T18:13:08Z","Redundância na expressão panorama geral"
39510,396228077592,"2021-10-14T19:01:39Z","Boa tarde. Não está sendo possível aplicar zoom na imagem desse infográfico.\nAo clicar na imagem não acontece nada."
39515,402991798931,"2021-10-14T19:32:56Z","Boa tarde,\nO conteúdo que está nessa unidade A expansão do capitalismo sob o padrão fordista-keynesiano de acumulação e regulação até os anos 1980\"" está incompatível.\nConsta conteúdo de economia política.\nFavor substituir. Obrigada."
39577,396228077992,"2021-10-15T20:48:58Z","Boa tarde! \nNo ícone Exercícios, o enunciado da questão 2, contém o seguinte erro de digitação: \""maisadequada\"". \nVocês poderiam verificar, por favor? \nDesde já, agradeço.\n"
39581,396215172012,"2021-10-15T21:41:24Z","Link não funcionando: Heurísticas e vieses: atalhos e erros na tomada de decisão, que mostra como as heurísticas e os vieses impactam de forma subjetiva no processo"
39586,396228292612,"2021-10-16T00:17:31Z","Prezados, um dos links que está na página 13 não está funcionando corretamente. Conforme a imagem anexada.\nPor gentileza, poderiam verificar?\nMuito obrigado!"
39587,396228292612,"2021-10-16T00:47:14Z","Prezados, dois links não estão funcionando corretamente. Estes estão localizados nas páginas 3 e 5, conforme arquivo anexo. Por gentileza, poderiam verificar?\n\nGrato, \nAtt, Jorge Lucas"
39589,396228292612,"2021-10-16T01:07:07Z","Prezados, há dois link que precisam de revisão. No arquivo anexado, há mais informações.\nPor gentileza, poderiam me auxiliar?\n\nMuito obrigado!\nAtt, Jorge Lucas"
39590,396228292612,"2021-10-16T01:20:53Z","Prezados, há um link na página 15 cujo vídeo não está disponível. No arquivo anexado, há mais detalhes.\nPor gentileza, poderiam verificar?\nMuito obrigado!\n\nAtt, Jorge Lucas"
39594,396228363832,"2021-10-16T13:28:29Z","Aparentemente há corte da primeira parte do conteúdo do livro. Verifica-se falta da introdução ao conteúdo."
39600,1901687944384,"2021-10-18T03:28:11Z","A resposta marcada como correta no exercício 5 está errada, L deveria ser [1 0 0;2 -1 0; -3 -4 1] e não L=[1 0 0;2 1 0;-3 4 1]."
39603,1901687944384,"2021-10-18T03:35:09Z","Erro de digitação na lista de exercícios, questão número 4 item “b”. "
39612,1901689731964,"2021-10-18T09:36:15Z","Houve alteração na redação do artigo 421 do Código Civil."
39615,396223909472,"2021-10-18T12:04:21Z","Bom dia, um professor apontou que a questão 3, de enunciado \""A Norma ABNT NBR 9050/2015 contempla critérios de sinalização visual, tátil e sonora que precisam ser incluídos na comunicação de um percurso ou distribuição espacial de diferentes elementos ou locais de um edifício público ou privado de uso coletivo. Assinale a alternativa que apresenta a definição correta das diretrizes de sinalização: ​​​​​​​\"" está desatualizada, pois o professor afirma que a norma possui uma versão atualizada. Poderiam verificar a pontuação do nosso professor, por favor?"
39616,396223909472,"2021-10-18T12:06:43Z","Bom dia, um aluno reportou que há erros gramaticais no texto de introdução da seção 'conteúdo do livro' e abriu reclamação conosco. Poderiam verificar por favor?"
39621,1265289956750,"2021-10-15T22:22:01Z","O aluno relatou que não conseguiu acessar o conteúdo do livro da UA: Os Gurus da Qualidade e a Evolução da Gestão da Qualidade, da disciplina de Engenharia de Qualidade e Produtividade (10300010151_20212_01). Segue o relato:\r\n\""Bom dia, ao acessar a disciplina de engenharia da qualidade e produtividade, na UA sobre os Gurus da qualidade, na aba Conteúdo do livro, o link te encaminha para uma página de publicações, mas não tem nada sobre o assunto abordado. Nas outras UAs o link sempre encaminhava à um PDF. \""\r\nPoderiam verificar?"
39630,397577959292,"2021-10-18T14:08:49Z","Olá, na Unidade de Aprendizagem: GESTÃO DA DEMANDA E PREVISÃO\n\n\nNo item 3 Previsões a partir de regressões, médias e suavizações, na página 12 tem a descrição das classificações utilizadas nas organizações.\n\nHá duas categorias básicas:\n\n métodos qualitativos — subjetivos, baseados em opiniões e julgamentos;\n métodos qualitativos — objetivos, baseados em dados e variáveis.  \n\nCorrigir a linha que apresenta a descrição \""métodos qualitativos - objetivos, baseados em dados e variáveis. \""  para MÉTODOS QUANTITATIVOS.\n\nObrigada, Professora Flávia.\n\n"
39634,1265813355530,"2021-09-28T17:21:46Z","Boa tarde, \r\n\r\nNo Eixo Liderança na Contemporaneidade (10230074046_20210_01), disciplina 2 'Liderança em...', as leituras não estão abrindo: 'Antecedentes de desempenho em vendas em mercados de corretagem de imóveis: um estudo exploratório' e 'Os estilos de liderança e sua influência no desenvolvimento das organizações'.\r\n\r\nSolicito que estejam disponíveis o mais breve para os alunos, pois estão questionando a disponibilidade do material."
39642,1900050898367,"2021-10-18T16:22:48Z","Módulo Paisagismo III; #3 Representação arquitetônica da paisagem; conteúdo do livro. Aluno relatou que não consegue fazer download do conteúdo."
39646,1900050898367,"2021-10-18T17:08:13Z","Radiobiologia; #3 Agentes mutagênicos; Saiba Mais; Efeitos biológicos da radiação: A página solicitada não foi encontrada. "
39649,1901396387064,"2021-10-18T17:16:38Z","O tópico sobre as exigências para o jornalista precisam de atualização, visto que o diploma não é mais exigência. Diversos artigos e incisos do decreto 972 foram revogados, conforme http://www.planalto.gov.br/ccivil_03/decreto-lei/del0972.htm "
39651,1900050898367,"2021-10-18T17:19:44Z","Módulo: Malformações congênitas; #3- malformações congênitas (artrogripose); conteúdo do livro. Aluna informou que não consegue fazer o download do conteúdo. "
39652,1901396387064,"2021-10-18T17:28:36Z","Texto repetido na abertura e no primeiro tópico da lista."
39653,396215171672,"2021-10-18T17:35:34Z","\""O que é custo de capital de uma empresa?\"" Não localizado"
39657,1901687944384,"2021-10-18T18:05:53Z","A matriz inversa está errado os valores nas posições a13 e a23, no material (blackbord) constam como a13=4/11 e a23=1/11. Mas o correto é a13=2/11 e a23= 1/11."
39662,396228191852,"2021-10-18T18:55:41Z","O capítulo do livro apresentado não é Aplicação de testes como indicado no texto introdutório, mas sim Auditoria dos investimentos, que já foi estudado numa aula anterior."
39663,410099613952,"2021-10-18T18:59:18Z","Olá,\n\nO exercício número 4 está sendo questionado por nossos alunos, em virtude da afirmação de que  “O sistema HDFS surgiu anteriormente, idealizado pela Google e servindo para a criação do GFS, baseado em suas características”.\nO conteúdo do livro não apresenta essa informação com clareza, pois na página número 3 é citado que ambos os sistemas foram criados no mesmo ano, o que pode levar a compreensão de o processo ocorreu de forma concomitante. \nCom base em pesquisar externas, alguns alunos citam fontes que afirmam que o GFS é anterior ao HDFS.\n\nEstes aspectos poderiam ser analisados por um especialista da área para que, se necessário, haja revisão do conteúdo/exercício?\n\nAtenciosamente,\nKarla\n"
39664,411776986132,"2021-10-18T19:00:55Z","UA Instalações elétricas de uma residência: Link na página 11 do livro está com problema."
39666,411776986132,"2021-10-18T19:05:12Z","UA Instalações Elétricas Prediais: Link para \""NBR 5410: Instalações elétricas de baixa tensão\"" quebrado."
39667,1901687944384,"2021-10-18T19:06:26Z","Na página 8, há um erro de notação da transposta da matriz de cofatores de A."
39683,396228523932,"2021-10-18T20:19:04Z","Gostaria de pedir para liberar o download do conteúdo do livro das UA's em PDF, fica bem mais fácil para os alunos estudarem, facilitando baixar no celular ou no computador. Pra quem está com problemas em casa e não tem como usar a internet ou a internet está com problema e só tem os dados móveis do celular pra estudar, baixando o livro da UA ajuda muito evitando gastar os dados móveis. \r\n\r\nAs UAs são as seguintes:\r\n\r\n- Formação de Profissionais Multiplicadores da EAN;\r\n\r\n- Programa Hiperdia. Programa Bolsa Família;\r\n\r\n- Educação Alimentar e Nutricional nas Unidades de Saúde;\r\n\r\n- Segurança Alimentar e Nutricional (SAN);\r\n\r\n\r\nAgradeço pela compreensão e pela ajuda desde já."
39687,411776986132,"2021-10-18T20:31:21Z","Link \""Estudo do controle de velocidade do motor de relutância variável\"" quebrado."
39688,411776986132,"2021-10-18T20:36:25Z","Vídeo \""Eletropneumática\"" com link quebrado."
39697,1265492049730,"2021-10-18T23:12:49Z","Link do saiba mais não abre da erro diz que o link não é seguro"
39698,1901687944384,"2021-10-18T23:27:54Z","No exercício 2 a propriedade utilizada (apresentada) não está presente na unidade de aprendizagem, nem mesmo no conteúdo do livro juntamente com  as demais propriedades apresentadas dos determinantes."
39700,398407911131,"2021-10-19T01:23:42Z","Allana,\n\nUm aluno alega que uma questão do curso de nivelamento em Matemática está errada. No arquivo anexo, mostro a alegação do aluno e onde se encontra a questão.\nPor favor, priorize este caso.\n\nObrigada,\nAdriana."
39701,398407911131,"2021-10-19T01:56:09Z","Allana,\n\nNo documento anexo, mostrou a mensagem enviada por um aluno dizendo que o resultado de um exercício não condiz com a resposta mostrada em vídeo por um professor.\nPode tratar como prioridade, por favor?\n\nObrigada.\n\nAh, se quiser abro o ambiente e te mostro onde está questão."
39702,412562698031,"2021-10-19T02:06:36Z","O vídeo do item do saiba mais : The station rotation model não está disponível"
39705,402949934732,"2021-10-19T12:22:43Z","This is a follow-up to your previous request #39506 \""UA: 9961 TIPO: conteudo\""<br /><br /><div class=\""zd-comment\"" dir=\""auto\""><div dir=\""ltr\"">Oi, Allana<br>Bom dia!<br><br>Solicito, por&nbsp;gentileza, o link da aula abaixo para que eu possa liberar para os alunos. Segue o nome:<table width=\""533\"" style=\""color:rgb(43,46,47);font-family:&quot;Lucida Sans Unicode&quot;,&quot;Lucida Grande&quot;,Tahoma,Verdana,sans-serif;font-size:1em;border-collapse:collapse;width:860px\""><tbody><tr><td width=\""43\"" valign=\""top\"" style=\""font-family:&quot;Lucida Sans Unicode&quot;,&quot;Lucida Grande&quot;,Tahoma,Verdana,sans-serif;border-collapse:collapse;border:1px solid rgb(221,221,221);padding:5px;vertical-align:top\""><p dir=\""auto\"" style=\""font-size:14px;line-height:22px;margin:0px 0px 16px\"">18722</p></td><td width=\""491\"" valign=\""top\"" style=\""font-family:&quot;Lucida Sans Unicode&quot;,&quot;Lucida Grande&quot;,Tahoma,Verdana,sans-serif;border-collapse:collapse;border:1px solid rgb(221,221,221);padding:5px;vertical-align:top\""><p dir=\""auto\"" style=\""font-size:14px;line-height:22px;margin:0px 0px 16px\"">Aspectos históricos e epistemológicos da matemática</p></td></tr></tbody></table><br><div>Obrigada!</div></div><br><div class=\""gmail_quote\""><div dir=\""ltr\"" class=\""gmail_attr\"">Em qui., 14 de out. de 2021 às 17:30, Allana Brito Pires (Grupo A Educação) &lt;<a href=\""mailto:support@grupoacx.zendesk.com\"" rel=\""noreferrer\"">support@grupoacx.zendesk.com</a>&gt; escreveu:<br></div></div></div>"
39712,413252701152,"2021-10-19T13:52:09Z","Conteúdo da aula 8 Sustentabilidade e Desenvolvimento está equivocado, esta o mesmo conteúdo da aula 7 Energia e Meio Ambiente. \nSolicito verificação do conteúdo desta disciplina Responsabilidade Social e Ambiental."
39713,413252701152,"2021-10-19T13:53:35Z","Conteúdo da aula 9 Ética e Meio Ambiente está equivocado, esta o mesmo conteúdo da aula 7 Energia e Meio Ambiente. \nSolicito verificação do conteúdo desta disciplina Responsabilidade Social e Ambiental."
39718,1901687944384,"2021-10-19T15:05:25Z","Esse ticket de acompanhamento foi criado para dar continuidade a uma conversa paralela"
39719,396228309712,"2021-10-19T15:08:36Z","No Infográfico aparece o texto: \""O roteador A tem três vizinhos: E,C e F.\nNão seria E,C e B já que não temos o roteador F?"
39724,416511673212,"2021-10-19T16:19:42Z","A questão 5 apresenta a resposta correta como a alternativa C, no entanto não há no conteúdo da UA alguma explicação para a aplicação de pedras decorativas em pisos ser mais usuais que a aplicação das mesmas em paredes.\nO conteúdo da UA precisa ser complementado, ou essa questão precisa de adequação."
39726,1901711435044,"2021-10-19T16:33:02Z","Boa tarde!\n\nNão ha como fazer download do conteúdo do livro  "
39727,1901711435044,"2021-10-19T16:34:19Z","Boa tarde!\n\nNão ha como fazer download do conteúdo do livro  "
39728,1901711435044,"2021-10-19T16:35:22Z","Boa tarde!\n\nNão ha como fazer download do conteúdo do livro  "
39729,1901711435044,"2021-10-19T16:41:54Z","Boa tarde!\n\nO conteúdo do livro desta UA (Planimetria: unidade de medida angular) aparentemente esta incorreto, ele e semelhante a UA  (Planimetria: unidade de medida de volume).\n\nFavor verificar"
39733,416511673212,"2021-10-19T17:11:32Z","A questão 2 não possui no conteúdo da UA, conceitos que permitam respond~e-la corretamente.\nOu seja não há a conceituação CLARA e EXPLÍCITA sobre sanidade de agregados."
39734,1900439984944,"2021-10-19T17:19:10Z","Olá, tudo bem?\n\nA atividade Desafio da UA: Tecnologia de obtenção do Cacau e seus derivados: Manteiga de cacau, cacau em pó e chocolate da Disciplina de TECNOLOGIA ALIMENTAR: CACAU, CERVEJA, DESTILADOS E... não tem o comando (pergunta) para ser respondia."
39735,410099613952,"2021-10-19T17:21:37Z","Olá,\n\nNo tópico \""Na Prática\"" desta unidade de aprendizagem o aluno deve baixar uma planilha de finanças, porém o link para download está apresentando erro.\n\nPoderiam verificar, por gentileza?\n\nAtenciosamente,\nKarla"
39736,1901396387064,"2021-10-19T17:33:32Z","Pág 1, segundo parágrafo, foi usado pela relacionamento ao invés de pelo relacionamento\n\n. Passam pela relacionamento com as fontes de"
39738,1901396387064,"2021-10-19T17:37:07Z","Pág 4, último parágrafo, usou-se a palavra interessante ao invés de interesse\n\nOutro exemplo de interessante público é a cobertura jornalística de guerra."
39740,1901396387064,"2021-10-19T17:43:55Z","Pág 8, utilizou-se a palavra indenidade quando o certo seria identidade\n\n Câmeras escondidas, gravação de áudio oculta ou indenidade falsa"
39743,1265492049730,"2021-10-19T18:27:57Z","Exercícios dessa aula e da Aprendizagem Organizacional estão iguais."
39744,396215172012,"2021-10-19T18:33:37Z","Link do artigo O Sistema de Contas Nacionais: evolução histórica e implantação no Brasil,  sem acesso."
39745,416140613692,"2021-10-19T18:34:28Z","Na pag 9, Quadro 6, todas as funções de decodificação são iguais...isso esta errado, as funções de decodificação são diferentes entre sí, pois os número a serem codificados são diferentes. Ninguém revisa esse conteúdo? Na verdade acho que vcs nem leem o que esta escrito aqui...eu já devo ter mandado dezenas de erros e falhas no material de vcs, nunca recebi nenhum retorno..."
39747,416140613692,"2021-10-19T18:46:51Z","O Exercício 3, na alternativa a) apresenta como resposta uma tabela que não tem nenhuma relação com o exercício...e deixa de apresentar o circuito proposto para a conversão...ninguém revisa esse conteúdo? Bom, na verdade, acho que vcs sequer leem os pedidos de correção, pois já mandei um monte, e nunca recebi nenhuma resposta..."
39771,396215172012,"2021-10-19T22:12:39Z","Link do artigo : Avaliação de desempenho pelo EVA em transportado de passageiros, não encontrado."
39774,413252701152,"2021-10-19T22:27:47Z","A aula 4 da disciplina esta com o conteúdo equivocado RESPONSABILIDADE SOCIAL E AMBIENTAL esta idêntica a aula aula 3 que esta correta.\nFavor verificar este conteúdo por gentileza"
39775,413076429331,"2021-10-19T22:41:13Z","Poderiam rever a questão 4 do conteúdo Ingredientes básicos da Cozinha Amazônica tem como resposta correta a letra C e não a D como está no gabarito.\n\n"
39777,396215172012,"2021-10-19T23:01:08Z","Link do artigo: Tributos em espécie, não encontrado "
39780,411937317932,"2021-10-19T23:12:58Z","Aluna relata que: Se trata do Módulo: AS ESCOLAS PSICOLÓGICAS Item 4 - Teoria Gestaltista  - No item saiba mais, o link para o artigo: Reflexões sobre a prática clínica em gestalt-terapia: Possibilidades de acesso à experiência do cliente - não abre."
39805,396228189712,"2021-10-20T13:06:59Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39806,396228189712,"2021-10-20T13:07:18Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39807,396228189712,"2021-10-20T13:07:42Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39808,396228189712,"2021-10-20T13:08:43Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39809,396228189712,"2021-10-20T13:09:05Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39810,396228189712,"2021-10-20T13:09:28Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39811,396228189712,"2021-10-20T13:09:45Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39812,396228189712,"2021-10-20T13:10:09Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39813,396228189712,"2021-10-20T13:10:30Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39814,396228189712,"2021-10-20T13:11:01Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39815,396228189712,"2021-10-20T13:11:30Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39816,396228189712,"2021-10-20T13:11:52Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39817,396228189712,"2021-10-20T13:12:05Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39818,396228189712,"2021-10-20T13:12:31Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39819,396228189712,"2021-10-20T13:12:53Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39820,396228189712,"2021-10-20T13:14:33Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39821,396228189712,"2021-10-20T13:15:14Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39822,396228189712,"2021-10-20T13:15:54Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39824,396228189712,"2021-10-20T13:16:17Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39826,396228189712,"2021-10-20T13:16:32Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39827,396228189712,"2021-10-20T13:17:09Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39829,396228189712,"2021-10-20T13:17:30Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39830,396228189712,"2021-10-20T13:17:53Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39831,396228189712,"2021-10-20T13:18:14Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39832,396228189712,"2021-10-20T13:18:35Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39833,396228189712,"2021-10-20T13:18:54Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39834,396228189712,"2021-10-20T13:19:16Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39835,396228189712,"2021-10-20T13:19:34Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39836,396228189712,"2021-10-20T13:19:55Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39837,396228189712,"2021-10-20T13:20:13Z","Disponibilizar o conteúdo do livro em PDF. Obrigada"
39841,397577959292,"2021-10-20T13:32:05Z","Esse ticket de acompanhamento foi criado para dar continuidade a uma conversa paralela"
39848,406142710051,"2021-10-14T12:03:52Z","Solicito ajustes nos cursos de nivelamento ofertados para os estudantes da PUC Goiás, estamos preocupadas com o quantitativo de reclamações dos estudantes que alegam que os gabaritos estão totalmente equivocados. Peço ajustes e providências.\r\nCordialmente\r\nElda Jane\r\nCoordenadora Pedagógica\r\nCEAD PUC Goiás"
39849,409831371732,"2021-10-20T16:17:45Z","Olá boa tarde.\n\nPreciso que revejam a questão numero 5 dessa unidade de aula, pois as alternativas estão mal elaboradas, o que dão certa dubiedade. A alternativa A, dada como certa é semelhante a alternativa E que também está correta. \nPoderiam verificar? Em caso de anulação, favor atribuir os pontos a quem já fez o exercício."
39851,396811736171,"2021-10-20T16:44:39Z","Exercício número 4 está com um erro na resposta. "
39852,1901396387064,"2021-10-20T16:52:51Z","Problema de concordância. Está do Estados Unidos e deveria ser dos Estados Unidos"
